#T(K) viscosity SVP(Pa*s)	viscosity 4.4atm(Pa*s)	Source: Donnelly (SVP) and Goodwin (4.4atm), polynomial fit between 2.15 and 2.3K
0.8	1.58E-005	1.58E-005
0.85	9.54E-006	9.54E-006
0.9	6.29E-006	6.29E-006
0.95	4.81E-006	4.81E-006
1	3.87E-006	3.87E-006
1.05	3.03E-006	3.03E-006
1.1	2.39E-006	2.39E-006
1.15	1.98E-006	1.98E-006 #down to this value the Goodwin values are replaced by the Donnelly ones, and there is no pressure dependance (which might not be correct, I simply couldn't find data below 1.2K)
1.2	1.74E-06	1.78E-06
1.201	1.74E-06	1.78E-06
1.202	1.73E-06	1.78E-06
1.203	1.73E-06	1.78E-06
1.204	1.73E-06	1.77E-06
1.205	1.72E-06	1.77E-06
1.206	1.72E-06	1.77E-06
1.207	1.72E-06	1.77E-06
1.208	1.71E-06	1.76E-06
1.209	1.71E-06	1.76E-06
1.21	1.71E-06	1.76E-06
1.211	1.70E-06	1.76E-06
1.212	1.70E-06	1.75E-06
1.213	1.70E-06	1.75E-06
1.214	1.69E-06	1.75E-06
1.215	1.69E-06	1.75E-06
1.216	1.69E-06	1.74E-06
1.217	1.68E-06	1.74E-06
1.218	1.68E-06	1.74E-06
1.219	1.68E-06	1.74E-06
1.22	1.67E-06	1.73E-06
1.221	1.67E-06	1.73E-06
1.222	1.67E-06	1.73E-06
1.223	1.66E-06	1.73E-06
1.224	1.66E-06	1.73E-06
1.225	1.66E-06	1.72E-06
1.226	1.66E-06	1.72E-06
1.227	1.65E-06	1.72E-06
1.228	1.65E-06	1.72E-06
1.229	1.65E-06	1.72E-06
1.23	1.65E-06	1.71E-06
1.231	1.64E-06	1.71E-06
1.232	1.64E-06	1.71E-06
1.233	1.64E-06	1.71E-06
1.234	1.64E-06	1.71E-06
1.235	1.63E-06	1.70E-06
1.236	1.63E-06	1.70E-06
1.237	1.63E-06	1.70E-06
1.238	1.63E-06	1.70E-06
1.239	1.62E-06	1.70E-06
1.24	1.62E-06	1.70E-06
1.241	1.62E-06	1.69E-06
1.242	1.62E-06	1.69E-06
1.243	1.61E-06	1.69E-06
1.244	1.61E-06	1.69E-06
1.245	1.61E-06	1.69E-06
1.246	1.61E-06	1.69E-06
1.247	1.61E-06	1.68E-06
1.248	1.60E-06	1.68E-06
1.249	1.60E-06	1.68E-06
1.25	1.60E-06	1.68E-06
1.251	1.60E-06	1.68E-06
1.252	1.60E-06	1.68E-06
1.253	1.59E-06	1.67E-06
1.254	1.59E-06	1.67E-06
1.255	1.59E-06	1.67E-06
1.256	1.59E-06	1.67E-06
1.257	1.59E-06	1.67E-06
1.258	1.59E-06	1.67E-06
1.259	1.58E-06	1.67E-06
1.26	1.58E-06	1.66E-06
1.261	1.58E-06	1.66E-06
1.262	1.58E-06	1.66E-06
1.263	1.58E-06	1.66E-06
1.264	1.58E-06	1.66E-06
1.265	1.57E-06	1.66E-06
1.266	1.57E-06	1.66E-06
1.267	1.57E-06	1.66E-06
1.268	1.57E-06	1.65E-06
1.269	1.57E-06	1.65E-06
1.27	1.57E-06	1.65E-06
1.271	1.57E-06	1.65E-06
1.272	1.56E-06	1.65E-06
1.273	1.56E-06	1.65E-06
1.274	1.56E-06	1.65E-06
1.275	1.56E-06	1.65E-06
1.276	1.56E-06	1.64E-06
1.277	1.56E-06	1.64E-06
1.278	1.56E-06	1.64E-06
1.279	1.56E-06	1.64E-06
1.28	1.55E-06	1.64E-06
1.281	1.55E-06	1.64E-06
1.282	1.55E-06	1.64E-06
1.283	1.55E-06	1.64E-06
1.284	1.55E-06	1.64E-06
1.285	1.55E-06	1.63E-06
1.286	1.55E-06	1.63E-06
1.287	1.55E-06	1.63E-06
1.288	1.54E-06	1.63E-06
1.289	1.54E-06	1.63E-06
1.29	1.54E-06	1.63E-06
1.291	1.54E-06	1.63E-06
1.292	1.54E-06	1.63E-06
1.293	1.54E-06	1.63E-06
1.294	1.54E-06	1.63E-06
1.295	1.54E-06	1.62E-06
1.296	1.53E-06	1.62E-06
1.297	1.53E-06	1.62E-06
1.298	1.53E-06	1.62E-06
1.299	1.53E-06	1.62E-06
1.3	1.53E-06	1.62E-06
1.301	1.53E-06	1.62E-06
1.302	1.53E-06	1.62E-06
1.303	1.53E-06	1.62E-06
1.304	1.53E-06	1.62E-06
1.305	1.52E-06	1.61E-06
1.306	1.52E-06	1.61E-06
1.307	1.52E-06	1.61E-06
1.308	1.52E-06	1.61E-06
1.309	1.52E-06	1.61E-06
1.31	1.52E-06	1.61E-06
1.311	1.52E-06	1.61E-06
1.312	1.52E-06	1.61E-06
1.313	1.51E-06	1.61E-06
1.314	1.51E-06	1.61E-06
1.315	1.51E-06	1.60E-06
1.316	1.51E-06	1.60E-06
1.317	1.51E-06	1.60E-06
1.318	1.51E-06	1.60E-06
1.319	1.51E-06	1.60E-06
1.32	1.51E-06	1.60E-06
1.321	1.50E-06	1.60E-06
1.322	1.50E-06	1.60E-06
1.323	1.50E-06	1.60E-06
1.324	1.50E-06	1.60E-06
1.325	1.50E-06	1.59E-06
1.326	1.50E-06	1.59E-06
1.327	1.50E-06	1.59E-06
1.328	1.50E-06	1.59E-06
1.329	1.49E-06	1.59E-06
1.33	1.49E-06	1.59E-06
1.331	1.49E-06	1.59E-06
1.332	1.49E-06	1.59E-06
1.333	1.49E-06	1.59E-06
1.334	1.49E-06	1.59E-06
1.335	1.49E-06	1.58E-06
1.336	1.49E-06	1.58E-06
1.337	1.49E-06	1.58E-06
1.338	1.48E-06	1.58E-06
1.339	1.48E-06	1.58E-06
1.34	1.48E-06	1.58E-06
1.341	1.48E-06	1.58E-06
1.342	1.48E-06	1.58E-06
1.343	1.48E-06	1.58E-06
1.344	1.48E-06	1.57E-06
1.345	1.48E-06	1.57E-06
1.346	1.47E-06	1.57E-06
1.347	1.47E-06	1.57E-06
1.348	1.47E-06	1.57E-06
1.349	1.47E-06	1.57E-06
1.35	1.47E-06	1.57E-06
1.351	1.47E-06	1.57E-06
1.352	1.47E-06	1.56E-06
1.353	1.47E-06	1.56E-06
1.354	1.47E-06	1.56E-06
1.355	1.46E-06	1.56E-06
1.356	1.46E-06	1.56E-06
1.357	1.46E-06	1.56E-06
1.358	1.46E-06	1.56E-06
1.359	1.46E-06	1.56E-06
1.36	1.46E-06	1.55E-06
1.361	1.46E-06	1.55E-06
1.362	1.46E-06	1.55E-06
1.363	1.46E-06	1.55E-06
1.364	1.45E-06	1.55E-06
1.365	1.45E-06	1.55E-06
1.366	1.45E-06	1.55E-06
1.367	1.45E-06	1.54E-06
1.368	1.45E-06	1.54E-06
1.369	1.45E-06	1.54E-06
1.37	1.45E-06	1.54E-06
1.371	1.45E-06	1.54E-06
1.372	1.45E-06	1.54E-06
1.373	1.45E-06	1.54E-06
1.374	1.44E-06	1.54E-06
1.375	1.44E-06	1.53E-06
1.376	1.44E-06	1.53E-06
1.377	1.44E-06	1.53E-06
1.378	1.44E-06	1.53E-06
1.379	1.44E-06	1.53E-06
1.38	1.44E-06	1.53E-06
1.381	1.44E-06	1.53E-06
1.382	1.44E-06	1.53E-06
1.383	1.44E-06	1.52E-06
1.384	1.43E-06	1.52E-06
1.385	1.43E-06	1.52E-06
1.386	1.43E-06	1.52E-06
1.387	1.43E-06	1.52E-06
1.388	1.43E-06	1.52E-06
1.389	1.43E-06	1.52E-06
1.39	1.43E-06	1.52E-06
1.391	1.43E-06	1.51E-06
1.392	1.43E-06	1.51E-06
1.393	1.43E-06	1.51E-06
1.394	1.43E-06	1.51E-06
1.395	1.42E-06	1.51E-06
1.396	1.42E-06	1.51E-06
1.397	1.42E-06	1.51E-06
1.398	1.42E-06	1.51E-06
1.399	1.42E-06	1.51E-06
1.4	1.42E-06	1.51E-06
1.401	1.42E-06	1.51E-06
1.402	1.42E-06	1.50E-06
1.403	1.42E-06	1.50E-06
1.404	1.42E-06	1.50E-06
1.405	1.42E-06	1.50E-06
1.406	1.41E-06	1.50E-06
1.407	1.41E-06	1.50E-06
1.408	1.41E-06	1.50E-06
1.409	1.41E-06	1.50E-06
1.41	1.41E-06	1.50E-06
1.411	1.41E-06	1.50E-06
1.412	1.41E-06	1.50E-06
1.413	1.41E-06	1.50E-06
1.414	1.41E-06	1.50E-06
1.415	1.41E-06	1.50E-06
1.416	1.41E-06	1.50E-06
1.417	1.41E-06	1.49E-06
1.418	1.40E-06	1.49E-06
1.419	1.40E-06	1.49E-06
1.42	1.40E-06	1.49E-06
1.421	1.40E-06	1.49E-06
1.422	1.40E-06	1.49E-06
1.423	1.40E-06	1.49E-06
1.424	1.40E-06	1.49E-06
1.425	1.40E-06	1.49E-06
1.426	1.40E-06	1.49E-06
1.427	1.40E-06	1.49E-06
1.428	1.40E-06	1.49E-06
1.429	1.40E-06	1.49E-06
1.43	1.39E-06	1.49E-06
1.431	1.39E-06	1.49E-06
1.432	1.39E-06	1.49E-06
1.433	1.39E-06	1.49E-06
1.434	1.39E-06	1.49E-06
1.435	1.39E-06	1.48E-06
1.436	1.39E-06	1.48E-06
1.437	1.39E-06	1.48E-06
1.438	1.39E-06	1.48E-06
1.439	1.39E-06	1.48E-06
1.44	1.39E-06	1.48E-06
1.441	1.39E-06	1.48E-06
1.442	1.39E-06	1.48E-06
1.443	1.38E-06	1.48E-06
1.444	1.38E-06	1.48E-06
1.445	1.38E-06	1.48E-06
1.446	1.38E-06	1.48E-06
1.447	1.38E-06	1.48E-06
1.448	1.38E-06	1.47E-06
1.449	1.38E-06	1.47E-06
1.45	1.38E-06	1.47E-06
1.451	1.38E-06	1.47E-06
1.452	1.38E-06	1.47E-06
1.453	1.38E-06	1.47E-06
1.454	1.38E-06	1.47E-06
1.455	1.38E-06	1.47E-06
1.456	1.38E-06	1.47E-06
1.457	1.38E-06	1.47E-06
1.458	1.37E-06	1.46E-06
1.459	1.37E-06	1.46E-06
1.46	1.37E-06	1.46E-06
1.461	1.37E-06	1.46E-06
1.462	1.37E-06	1.46E-06
1.463	1.37E-06	1.46E-06
1.464	1.37E-06	1.46E-06
1.465	1.37E-06	1.46E-06
1.466	1.37E-06	1.45E-06
1.467	1.37E-06	1.45E-06
1.468	1.37E-06	1.45E-06
1.469	1.37E-06	1.45E-06
1.47	1.37E-06	1.45E-06
1.471	1.37E-06	1.45E-06
1.472	1.37E-06	1.45E-06
1.473	1.37E-06	1.44E-06
1.474	1.37E-06	1.44E-06
1.475	1.36E-06	1.44E-06
1.476	1.36E-06	1.44E-06
1.477	1.36E-06	1.44E-06
1.478	1.36E-06	1.44E-06
1.479	1.36E-06	1.44E-06
1.48	1.36E-06	1.44E-06
1.481	1.36E-06	1.43E-06
1.482	1.36E-06	1.43E-06
1.483	1.36E-06	1.43E-06
1.484	1.36E-06	1.43E-06
1.485	1.36E-06	1.43E-06
1.486	1.36E-06	1.43E-06
1.487	1.36E-06	1.43E-06
1.488	1.36E-06	1.43E-06
1.489	1.36E-06	1.42E-06
1.49	1.36E-06	1.42E-06
1.491	1.36E-06	1.42E-06
1.492	1.35E-06	1.42E-06
1.493	1.35E-06	1.42E-06
1.494	1.35E-06	1.42E-06
1.495	1.35E-06	1.42E-06
1.496	1.35E-06	1.42E-06
1.497	1.35E-06	1.42E-06
1.498	1.35E-06	1.42E-06
1.499	1.35E-06	1.41E-06
1.5	1.35E-06	1.41E-06
1.501	1.35E-06	1.41E-06
1.502	1.35E-06	1.41E-06
1.503	1.35E-06	1.41E-06
1.504	1.35E-06	1.41E-06
1.505	1.35E-06	1.41E-06
1.506	1.35E-06	1.41E-06
1.507	1.35E-06	1.41E-06
1.508	1.34E-06	1.41E-06
1.509	1.34E-06	1.41E-06
1.51	1.34E-06	1.41E-06
1.511	1.34E-06	1.41E-06
1.512	1.34E-06	1.41E-06
1.513	1.34E-06	1.41E-06
1.514	1.34E-06	1.41E-06
1.515	1.34E-06	1.41E-06
1.516	1.34E-06	1.41E-06
1.517	1.34E-06	1.41E-06
1.518	1.34E-06	1.41E-06
1.519	1.34E-06	1.41E-06
1.52	1.34E-06	1.41E-06
1.521	1.34E-06	1.41E-06
1.522	1.34E-06	1.41E-06
1.523	1.33E-06	1.41E-06
1.524	1.33E-06	1.41E-06
1.525	1.33E-06	1.41E-06
1.526	1.33E-06	1.41E-06
1.527	1.33E-06	1.41E-06
1.528	1.33E-06	1.41E-06
1.529	1.33E-06	1.41E-06
1.53	1.33E-06	1.41E-06
1.531	1.33E-06	1.41E-06
1.532	1.33E-06	1.41E-06
1.533	1.33E-06	1.41E-06
1.534	1.33E-06	1.41E-06
1.535	1.33E-06	1.41E-06
1.536	1.33E-06	1.41E-06
1.537	1.33E-06	1.41E-06
1.538	1.33E-06	1.41E-06
1.539	1.33E-06	1.41E-06
1.54	1.32E-06	1.41E-06
1.541	1.32E-06	1.41E-06
1.542	1.32E-06	1.41E-06
1.543	1.32E-06	1.41E-06
1.544	1.32E-06	1.41E-06
1.545	1.32E-06	1.41E-06
1.546	1.32E-06	1.41E-06
1.547	1.32E-06	1.41E-06
1.548	1.32E-06	1.41E-06
1.549	1.32E-06	1.41E-06
1.55	1.32E-06	1.41E-06
1.551	1.32E-06	1.41E-06
1.552	1.32E-06	1.41E-06
1.553	1.32E-06	1.41E-06
1.554	1.32E-06	1.41E-06
1.555	1.32E-06	1.41E-06
1.556	1.32E-06	1.41E-06
1.557	1.32E-06	1.41E-06
1.558	1.32E-06	1.41E-06
1.559	1.32E-06	1.41E-06
1.56	1.32E-06	1.41E-06
1.561	1.32E-06	1.41E-06
1.562	1.32E-06	1.41E-06
1.563	1.32E-06	1.41E-06
1.564	1.32E-06	1.41E-06
1.565	1.32E-06	1.41E-06
1.566	1.32E-06	1.41E-06
1.567	1.31E-06	1.41E-06
1.568	1.31E-06	1.41E-06
1.569	1.31E-06	1.41E-06
1.57	1.31E-06	1.41E-06
1.571	1.31E-06	1.41E-06
1.572	1.31E-06	1.41E-06
1.573	1.31E-06	1.41E-06
1.574	1.31E-06	1.41E-06
1.575	1.31E-06	1.41E-06
1.576	1.31E-06	1.41E-06
1.577	1.31E-06	1.41E-06
1.578	1.31E-06	1.41E-06
1.579	1.31E-06	1.41E-06
1.58	1.31E-06	1.41E-06
1.581	1.31E-06	1.41E-06
1.582	1.31E-06	1.41E-06
1.583	1.31E-06	1.41E-06
1.584	1.31E-06	1.41E-06
1.585	1.31E-06	1.41E-06
1.586	1.31E-06	1.41E-06
1.587	1.31E-06	1.41E-06
1.588	1.31E-06	1.41E-06
1.589	1.31E-06	1.41E-06
1.59	1.31E-06	1.41E-06
1.591	1.31E-06	1.41E-06
1.592	1.31E-06	1.41E-06
1.593	1.31E-06	1.41E-06
1.594	1.31E-06	1.41E-06
1.595	1.31E-06	1.41E-06
1.596	1.31E-06	1.41E-06
1.597	1.31E-06	1.41E-06
1.598	1.31E-06	1.41E-06
1.599	1.31E-06	1.41E-06
1.6	1.31E-06	1.41E-06
1.601	1.31E-06	1.40E-06
1.602	1.31E-06	1.40E-06
1.603	1.31E-06	1.40E-06
1.604	1.31E-06	1.40E-06
1.605	1.31E-06	1.40E-06
1.606	1.31E-06	1.40E-06
1.607	1.31E-06	1.40E-06
1.608	1.31E-06	1.40E-06
1.609	1.31E-06	1.40E-06
1.61	1.31E-06	1.40E-06
1.611	1.31E-06	1.40E-06
1.612	1.31E-06	1.40E-06
1.613	1.31E-06	1.40E-06
1.614	1.31E-06	1.40E-06
1.615	1.31E-06	1.40E-06
1.616	1.31E-06	1.40E-06
1.617	1.31E-06	1.40E-06
1.618	1.31E-06	1.40E-06
1.619	1.31E-06	1.40E-06
1.62	1.31E-06	1.40E-06
1.621	1.31E-06	1.40E-06
1.622	1.31E-06	1.40E-06
1.623	1.31E-06	1.40E-06
1.624	1.31E-06	1.40E-06
1.625	1.31E-06	1.40E-06
1.626	1.31E-06	1.40E-06
1.627	1.31E-06	1.40E-06
1.628	1.30E-06	1.40E-06
1.629	1.30E-06	1.39E-06
1.63	1.30E-06	1.39E-06
1.631	1.30E-06	1.39E-06
1.632	1.30E-06	1.39E-06
1.633	1.30E-06	1.39E-06
1.634	1.30E-06	1.39E-06
1.635	1.30E-06	1.39E-06
1.636	1.30E-06	1.39E-06
1.637	1.30E-06	1.39E-06
1.638	1.30E-06	1.39E-06
1.639	1.30E-06	1.39E-06
1.64	1.30E-06	1.39E-06
1.641	1.30E-06	1.39E-06
1.642	1.30E-06	1.39E-06
1.643	1.30E-06	1.39E-06
1.644	1.30E-06	1.39E-06
1.645	1.30E-06	1.39E-06
1.646	1.30E-06	1.39E-06
1.647	1.30E-06	1.39E-06
1.648	1.30E-06	1.39E-06
1.649	1.30E-06	1.39E-06
1.65	1.30E-06	1.39E-06
1.651	1.30E-06	1.39E-06
1.652	1.30E-06	1.39E-06
1.653	1.30E-06	1.38E-06
1.654	1.30E-06	1.38E-06
1.655	1.30E-06	1.38E-06
1.656	1.30E-06	1.38E-06
1.657	1.30E-06	1.38E-06
1.658	1.30E-06	1.38E-06
1.659	1.30E-06	1.38E-06
1.66	1.30E-06	1.38E-06
1.661	1.30E-06	1.38E-06
1.662	1.30E-06	1.38E-06
1.663	1.30E-06	1.38E-06
1.664	1.30E-06	1.38E-06
1.665	1.30E-06	1.38E-06
1.666	1.30E-06	1.38E-06
1.667	1.30E-06	1.38E-06
1.668	1.30E-06	1.38E-06
1.669	1.30E-06	1.38E-06
1.67	1.30E-06	1.38E-06
1.671	1.30E-06	1.38E-06
1.672	1.29E-06	1.38E-06
1.673	1.29E-06	1.38E-06
1.674	1.29E-06	1.38E-06
1.675	1.29E-06	1.38E-06
1.676	1.29E-06	1.38E-06
1.677	1.29E-06	1.38E-06
1.678	1.29E-06	1.38E-06
1.679	1.29E-06	1.38E-06
1.68	1.29E-06	1.38E-06
1.681	1.29E-06	1.38E-06
1.682	1.29E-06	1.38E-06
1.683	1.29E-06	1.38E-06
1.684	1.29E-06	1.37E-06
1.685	1.29E-06	1.37E-06
1.686	1.29E-06	1.37E-06
1.687	1.29E-06	1.37E-06
1.688	1.29E-06	1.37E-06
1.689	1.29E-06	1.37E-06
1.69	1.29E-06	1.37E-06
1.691	1.29E-06	1.37E-06
1.692	1.29E-06	1.37E-06
1.693	1.29E-06	1.37E-06
1.694	1.29E-06	1.37E-06
1.695	1.29E-06	1.37E-06
1.696	1.29E-06	1.37E-06
1.697	1.29E-06	1.37E-06
1.698	1.29E-06	1.37E-06
1.699	1.29E-06	1.37E-06
1.7	1.29E-06	1.38E-06
1.701	1.29E-06	1.38E-06
1.702	1.29E-06	1.38E-06
1.703	1.29E-06	1.38E-06
1.704	1.29E-06	1.38E-06
1.705	1.29E-06	1.38E-06
1.706	1.29E-06	1.38E-06
1.707	1.29E-06	1.38E-06
1.708	1.29E-06	1.38E-06
1.709	1.29E-06	1.38E-06
1.71	1.29E-06	1.38E-06
1.711	1.29E-06	1.38E-06
1.712	1.29E-06	1.38E-06
1.713	1.29E-06	1.38E-06
1.714	1.29E-06	1.38E-06
1.715	1.29E-06	1.38E-06
1.716	1.29E-06	1.38E-06
1.717	1.29E-06	1.38E-06
1.718	1.29E-06	1.38E-06
1.719	1.29E-06	1.38E-06
1.72	1.29E-06	1.38E-06
1.721	1.29E-06	1.38E-06
1.722	1.29E-06	1.38E-06
1.723	1.29E-06	1.38E-06
1.724	1.29E-06	1.38E-06
1.725	1.29E-06	1.38E-06
1.726	1.29E-06	1.38E-06
1.727	1.29E-06	1.39E-06
1.728	1.29E-06	1.39E-06
1.729	1.29E-06	1.39E-06
1.73	1.29E-06	1.39E-06
1.731	1.29E-06	1.39E-06
1.732	1.29E-06	1.39E-06
1.733	1.29E-06	1.39E-06
1.734	1.29E-06	1.39E-06
1.735	1.29E-06	1.39E-06
1.736	1.29E-06	1.39E-06
1.737	1.29E-06	1.39E-06
1.738	1.29E-06	1.39E-06
1.739	1.29E-06	1.39E-06
1.74	1.29E-06	1.39E-06
1.741	1.29E-06	1.39E-06
1.742	1.29E-06	1.39E-06
1.743	1.29E-06	1.39E-06
1.744	1.29E-06	1.39E-06
1.745	1.29E-06	1.39E-06
1.746	1.29E-06	1.39E-06
1.747	1.29E-06	1.39E-06
1.748	1.29E-06	1.40E-06
1.749	1.29E-06	1.40E-06
1.75	1.29E-06	1.40E-06
1.751	1.29E-06	1.40E-06
1.752	1.29E-06	1.40E-06
1.753	1.29E-06	1.40E-06
1.754	1.29E-06	1.40E-06
1.755	1.29E-06	1.40E-06
1.756	1.29E-06	1.40E-06
1.757	1.29E-06	1.40E-06
1.758	1.29E-06	1.40E-06
1.759	1.29E-06	1.40E-06
1.76	1.29E-06	1.40E-06
1.761	1.29E-06	1.40E-06
1.762	1.29E-06	1.40E-06
1.763	1.29E-06	1.40E-06
1.764	1.29E-06	1.40E-06
1.765	1.29E-06	1.40E-06
1.766	1.29E-06	1.40E-06
1.767	1.29E-06	1.40E-06
1.768	1.29E-06	1.40E-06
1.769	1.29E-06	1.40E-06
1.77	1.29E-06	1.40E-06
1.771	1.29E-06	1.40E-06
1.772	1.29E-06	1.40E-06
1.773	1.29E-06	1.40E-06
1.774	1.29E-06	1.40E-06
1.775	1.29E-06	1.40E-06
1.776	1.29E-06	1.40E-06
1.777	1.29E-06	1.40E-06
1.778	1.29E-06	1.40E-06
1.779	1.29E-06	1.40E-06
1.78	1.29E-06	1.40E-06
1.781	1.30E-06	1.40E-06
1.782	1.30E-06	1.40E-06
1.783	1.30E-06	1.40E-06
1.784	1.30E-06	1.40E-06
1.785	1.30E-06	1.40E-06
1.786	1.30E-06	1.40E-06
1.787	1.30E-06	1.40E-06
1.788	1.30E-06	1.40E-06
1.789	1.30E-06	1.40E-06
1.79	1.30E-06	1.40E-06
1.791	1.30E-06	1.41E-06
1.792	1.30E-06	1.41E-06
1.793	1.30E-06	1.41E-06
1.794	1.30E-06	1.41E-06
1.795	1.30E-06	1.41E-06
1.796	1.30E-06	1.41E-06
1.797	1.30E-06	1.41E-06
1.798	1.30E-06	1.41E-06
1.799	1.30E-06	1.41E-06
1.8	1.30E-06	1.41E-06
1.801	1.30E-06	1.41E-06
1.802	1.30E-06	1.41E-06
1.803	1.30E-06	1.41E-06
1.804	1.30E-06	1.41E-06
1.805	1.30E-06	1.41E-06
1.806	1.30E-06	1.41E-06
1.807	1.30E-06	1.41E-06
1.808	1.30E-06	1.41E-06
1.809	1.30E-06	1.41E-06
1.81	1.30E-06	1.42E-06
1.811	1.30E-06	1.42E-06
1.812	1.30E-06	1.42E-06
1.813	1.30E-06	1.42E-06
1.814	1.30E-06	1.42E-06
1.815	1.31E-06	1.42E-06
1.816	1.31E-06	1.42E-06
1.817	1.31E-06	1.42E-06
1.818	1.31E-06	1.42E-06
1.819	1.31E-06	1.42E-06
1.82	1.31E-06	1.42E-06
1.821	1.31E-06	1.42E-06
1.822	1.31E-06	1.42E-06
1.823	1.31E-06	1.43E-06
1.824	1.31E-06	1.43E-06
1.825	1.31E-06	1.43E-06
1.826	1.31E-06	1.43E-06
1.827	1.31E-06	1.43E-06
1.828	1.31E-06	1.43E-06
1.829	1.31E-06	1.43E-06
1.83	1.31E-06	1.43E-06
1.831	1.31E-06	1.43E-06
1.832	1.31E-06	1.43E-06
1.833	1.31E-06	1.43E-06
1.834	1.31E-06	1.44E-06
1.835	1.31E-06	1.44E-06
1.836	1.31E-06	1.44E-06
1.837	1.31E-06	1.44E-06
1.838	1.31E-06	1.44E-06
1.839	1.31E-06	1.44E-06
1.84	1.32E-06	1.44E-06
1.841	1.32E-06	1.44E-06
1.842	1.32E-06	1.44E-06
1.843	1.32E-06	1.44E-06
1.844	1.32E-06	1.45E-06
1.845	1.32E-06	1.45E-06
1.846	1.32E-06	1.45E-06
1.847	1.32E-06	1.45E-06
1.848	1.32E-06	1.45E-06
1.849	1.32E-06	1.45E-06
1.85	1.32E-06	1.45E-06
1.851	1.32E-06	1.45E-06
1.852	1.32E-06	1.45E-06
1.853	1.32E-06	1.45E-06
1.854	1.32E-06	1.45E-06
1.855	1.32E-06	1.46E-06
1.856	1.32E-06	1.46E-06
1.857	1.32E-06	1.46E-06
1.858	1.32E-06	1.46E-06
1.859	1.32E-06	1.46E-06
1.86	1.32E-06	1.46E-06
1.861	1.33E-06	1.46E-06
1.862	1.33E-06	1.46E-06
1.863	1.33E-06	1.46E-06
1.864	1.33E-06	1.46E-06
1.865	1.33E-06	1.46E-06
1.866	1.33E-06	1.47E-06
1.867	1.33E-06	1.47E-06
1.868	1.33E-06	1.47E-06
1.869	1.33E-06	1.47E-06
1.87	1.33E-06	1.47E-06
1.871	1.33E-06	1.47E-06
1.872	1.33E-06	1.47E-06
1.873	1.33E-06	1.47E-06
1.874	1.33E-06	1.47E-06
1.875	1.33E-06	1.47E-06
1.876	1.33E-06	1.47E-06
1.877	1.33E-06	1.47E-06
1.878	1.33E-06	1.48E-06
1.879	1.34E-06	1.48E-06
1.88	1.34E-06	1.48E-06
1.881	1.34E-06	1.48E-06
1.882	1.34E-06	1.48E-06
1.883	1.34E-06	1.48E-06
1.884	1.34E-06	1.48E-06
1.885	1.34E-06	1.48E-06
1.886	1.34E-06	1.48E-06
1.887	1.34E-06	1.48E-06
1.888	1.34E-06	1.48E-06
1.889	1.34E-06	1.48E-06
1.89	1.34E-06	1.48E-06
1.891	1.34E-06	1.49E-06
1.892	1.34E-06	1.49E-06
1.893	1.34E-06	1.49E-06
1.894	1.35E-06	1.49E-06
1.895	1.35E-06	1.49E-06
1.896	1.35E-06	1.49E-06
1.897	1.35E-06	1.49E-06
1.898	1.35E-06	1.49E-06
1.899	1.35E-06	1.49E-06
1.9	1.35E-06	1.49E-06
1.901	1.35E-06	1.49E-06
1.902	1.35E-06	1.49E-06
1.903	1.35E-06	1.49E-06
1.904	1.35E-06	1.49E-06
1.905	1.35E-06	1.50E-06
1.906	1.35E-06	1.50E-06
1.907	1.36E-06	1.50E-06
1.908	1.36E-06	1.50E-06
1.909	1.36E-06	1.50E-06
1.91	1.36E-06	1.50E-06
1.911	1.36E-06	1.50E-06
1.912	1.36E-06	1.50E-06
1.913	1.36E-06	1.50E-06
1.914	1.36E-06	1.50E-06
1.915	1.36E-06	1.50E-06
1.916	1.36E-06	1.50E-06
1.917	1.36E-06	1.50E-06
1.918	1.37E-06	1.50E-06
1.919	1.37E-06	1.51E-06
1.92	1.37E-06	1.51E-06
1.921	1.37E-06	1.51E-06
1.922	1.37E-06	1.51E-06
1.923	1.37E-06	1.51E-06
1.924	1.37E-06	1.51E-06
1.925	1.37E-06	1.51E-06
1.926	1.37E-06	1.51E-06
1.927	1.37E-06	1.51E-06
1.928	1.38E-06	1.51E-06
1.929	1.38E-06	1.51E-06
1.93	1.38E-06	1.51E-06
1.931	1.38E-06	1.51E-06
1.932	1.38E-06	1.51E-06
1.933	1.38E-06	1.52E-06
1.934	1.38E-06	1.52E-06
1.935	1.38E-06	1.52E-06
1.936	1.38E-06	1.52E-06
1.937	1.38E-06	1.52E-06
1.938	1.39E-06	1.52E-06
1.939	1.39E-06	1.52E-06
1.94	1.39E-06	1.52E-06
1.941	1.39E-06	1.52E-06
1.942	1.39E-06	1.52E-06
1.943	1.39E-06	1.52E-06
1.944	1.39E-06	1.52E-06
1.945	1.39E-06	1.53E-06
1.946	1.40E-06	1.53E-06
1.947	1.40E-06	1.53E-06
1.948	1.40E-06	1.53E-06
1.949	1.40E-06	1.53E-06
1.95	1.40E-06	1.53E-06
1.951	1.40E-06	1.53E-06
1.952	1.40E-06	1.53E-06
1.953	1.40E-06	1.53E-06
1.954	1.40E-06	1.53E-06
1.955	1.41E-06	1.53E-06
1.956	1.41E-06	1.54E-06
1.957	1.41E-06	1.54E-06
1.958	1.41E-06	1.54E-06
1.959	1.41E-06	1.54E-06
1.96	1.41E-06	1.54E-06
